client_id,persona_archetype,household_income_usd,net_worth_usd,liquidity_30d_usd,cashflow_volatility_pct,income_stream_count,primary_tax_bracket_pct,jurisdiction_country,kyc_risk_flag,compliance_restrictions,ethical_screens,product_blacklist,leverage_limit_x,drawdown_tolerance_pct,target_volatility_pct,goal_stack,time_horizon_primary_years,advice_style,explanation_depth,preferred_metrics,channel_preference_ranked,nudges_opt_in,notification_quiet_hours,trust_score_dynamic_1_100,trust_decay_days,engagement_score_1_100,adherence_score_1_100,consent_data_sources,data_freshness_days,advisor_relationship,last_action_type,last_action_date,last_action_outcome,model_version_current,safety_overrides,notes_agent_constraints
A1685,Stabilizer,73792,402088,18093,5.5,4,10,US,Low,NoIlliquids;NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,1.1,17.0,5.4,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Shallow,TaxCost;Sharpe;MaxDD,App>In-Person>Phone>Email,true,20:15-08:00,62,109,65,58,CreditBureau;OpenBanking,14,None,PlanUpdate,2025-03-26,Success,v2.9.8,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A1686,Builder,151403,418184,21869,11.0,2,12,US,Low,AccreditedOnly,,,1.5,18.8,11.2,Home:3y;Retirement:30y;Education:6y,3,Collaborative,Shallow,IRR;Sharpe,In-Person>Chat>Email>Phone,true,19:00-07:45,64,62,67,57,CreditBureau;OpenBanking,7,Hybrid,Rebalance,2025-07-03,Success,v1.9.5,NoMargin;NoPennyStocks;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A1687,Stabilizer,71527,423010,38195,5.0,3,10,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.2,12.3,8.9,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Medium,Sharpe;TaxCost;MaxDD,Email>App>Chat>In-Person,true,21:45-08:15,64,128,72,74,OpenBanking;Payroll,18,None,Rebalance,2025-01-02,Failed,v1.10.5,NoAutoTradesBelow$1k;NoMargin;NoPennyStocks;StopLossDisabled,Keep expenses buffer ≥ 4 months
A1688,Stabilizer,39056,123144,16242,10.4,1,10,US,Medium,AccreditedOnly,NoFossilFuel;NoWeapons,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.0,13.4,6.9,Retirement:15y;Emergency:1y;Education:6y,15,Concise,Medium,TaxCost;MaxDD,Phone>In-Person>App,false,23:45-08:45,57,126,56,57,OpenBanking;Payroll,8,None,AutoTransfer,2025-06-11,Success,v1.10.3,NoAutoTradesBelow$1k;NoMargin;PauseWhenVIX>30;StopLossDisabled,Keep expenses buffer ≥ 4 months
A1689,Explorer,117936,494791,32420,16.3,3,12,US,Medium,,NoFossilFuel,Crypto;PrivateCredit,1.9,23.6,17.0,Business:5y;Travel:2y,5,Directive,Medium,MaxDD;TaxCost;IRR,Phone>Email>Chat>App,true,20:30-07:00,62,56,53,46,CreditBureau;OpenBanking;Payroll,6,Human,AutoTransfer,2025-06-28,Success,v1.10.6,NoPennyStocks,Allow small experimental sleeve ≤ 3%
A1690,Stabilizer,69056,197606,24398,8.7,1,10,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.2,11.5,7.5,Retirement:15y;Emergency:1y,15,Educational,Medium,MaxDD;TaxCost,In-Person>Email>Chat>Phone>App,true,20:30-07:00,54,158,61,58,OpenBanking;Payroll,15,None,PlanUpdate,2025-12-13,Success,v2.8.8,NoMargin;StopLossDisabled,Keep expenses buffer ≥ 4 months
A1691,Preserver,41737,166551,11735,4.8,3,10,US,Low,NoDerivatives;NoShortSelling,NoTobacco;NoFossilFuel,Crypto;LeveragedETFs;PennyStocks,1.0,11.0,5.7,Retirement:15y;Emergency:1y,15,Educational,Deep,MaxDD;TaxCost;Sharpe,Phone>In-Person>Chat>Email,true,23:45-06:30,81,196,85,84,Brokerage;CreditBureau;OpenBanking;Payroll,13,Hybrid,PlanUpdate,2025-11-13,Success,v1.8.1,NoMargin;PauseWhenVIX>30;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A1692,Stabilizer,77728,759681,33488,6.8,3,10,UK,Low,AccreditedOnly;NoShortSelling,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,0.9,10.5,5.2,Retirement:15y;Emergency:1y,15,Collaborative,Medium,Sharpe;TaxCost;MaxDD,Chat>Email>In-Person>App,true,20:30-07:30,55,137,49,49,OpenBanking;Payroll,13,Hybrid,Rebalance,2025-08-09,Success,v1.10.6,LimitOrderOnly;NoMargin;PauseWhenVIX>30;StopLossDisabled,Keep expenses buffer ≥ 4 months
A1693,Builder,73427,177590,10405,14.7,1,10,US,Low,NoDerivatives;NoIlliquids,NoTobacco;NoFossilFuel,PennyStocks,1.8,14.3,10.1,Home:3y;Retirement:30y,3,Educational,Shallow,Sharpe;TaxCost,App>In-Person>Email,false,19:45-06:45,59,65,48,39,OpenBanking;Payroll,9,None,Rebalance,2025-06-19,Success,v2.9.2,PauseWhenVIX>30,Prioritize liquidity and down payment savings
A1694,Preserver,151819,1178171,71401,5.1,3,12,US,Medium,NoDerivatives,NoWeapons;NoTobacco,Crypto;LeveragedETFs;PennyStocks,1.2,9.8,8.5,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Deep,MaxDD;TaxCost;Sharpe,App>Email>Chat,false,22:15-07:15,60,150,58,53,Brokerage;OpenBanking,8,None,AutoTransfer,2025-10-29,Success,v2.8.4,LimitOrderOnly;NoAutoTradesBelow$1k;NoMargin;NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A1695,Optimizer,20055,108303,8698,9.1,2,10,US,Low,,ESGOnly,PennyStocks,1.7,20.3,9.4,Wealth:10y;Estate:20y;Debt:2y,10,Educational,Medium,MaxDD;IRR,In-Person>Phone>Email,true,21:30-07:30,63,97,49,48,Brokerage;OpenBanking;Payroll,3,Hybrid,Rebalance,2025-12-07,Success,v2.10.3,LimitOrderOnly;StopLossDisabled,Enforce tax budget and position caps
A1696,Stabilizer,118483,466703,49460,6.9,1,15,SG,High,,,Crypto;LeveragedETFs;PennyStocks,0.9,10.5,8.9,Retirement:15y;Emergency:1y;Debt:2y,15,Concise,Medium,TaxCost;MaxDD;Sharpe,Phone>Email>App>Chat,false,21:45-08:15,50,143,55,55,OpenBanking,17,Hybrid,AlertAcknowledge,2025-05-11,Success,v1.9.2,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Keep expenses buffer ≥ 4 months
A1697,Stabilizer,59914,396578,16578,9.1,1,10,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.2,11.1,7.8,Retirement:15y;Emergency:1y;Healthcare:8y,15,Collaborative,Deep,Sharpe;TaxCost,Phone>In-Person>Chat>App,true,21:00-06:45,68,167,74,67,OpenBanking,10,None,Rebalance,2025-02-25,Success,v2.10.9,NoMargin;PauseWhenVIX>30;StopLossDisabled,Keep expenses buffer ≥ 4 months
A1698,Preserver,213309,2346764,105862,4.0,4,15,UK,Medium,,,Crypto;LeveragedETFs;PennyStocks,1.1,10.4,5.6,Retirement:15y;Emergency:1y;Healthcare:8y,15,Concise,Medium,MaxDD;TaxCost;Sharpe,App>In-Person>Email>Chat>Phone,false,21:00-06:45,70,134,56,45,Brokerage;OpenBanking;Payroll,6,Hybrid,Rebalance,2025-08-21,Partial,v2.8.9,NoMargin,Maintain ≥ 12m cash runway and low drawdown
A1699,Optimizer,51065,747755,42490,10.9,1,10,US,High,NoShortSelling;AccreditedOnly,NoFossilFuel;NoWeapons,PennyStocks,1.7,25.9,11.4,Wealth:10y;Estate:20y;Debt:2y,10,Educational,Medium,Sharpe;IRR;MaxDD,Chat>Email>App>In-Person>Phone,true,23:45-08:00,53,108,41,32,Brokerage;OpenBanking,7,Hybrid,PlanUpdate,2025-10-14,Success,v1.9.7,NoIlliquids;PauseWhenVIX>30,Enforce tax budget and position caps
A1700,Builder,84575,146279,8447,11.4,1,10,US,Low,,,,1.4,22.5,8.4,Home:3y;Retirement:30y;Education:6y,3,Directive,Medium,Sharpe;MaxDD;TaxCost,Email>App>In-Person>Phone>Chat,false,23:30-06:30,58,128,44,35,CreditBureau;OpenBanking,16,Hybrid,AlertAcknowledge,2025-05-28,Partial,v1.10.3,NoMargin,Prioritize liquidity and down payment savings
A1701,Builder,79640,267406,16709,9.8,4,10,AU,Low,NoDerivatives;AccreditedOnly,NoTobacco;ESGOnly,,1.4,15.1,8.0,Home:3y;Retirement:30y;Debt:2y,3,Directive,Medium,MaxDD;TaxCost,Email>Chat>App>Phone>In-Person,false,23:00-06:00,64,86,54,50,CreditBureau;OpenBanking;Payroll,20,None,PlanUpdate,2025-09-05,Success,v1.9.9,NoIlliquids,Prioritize liquidity and down payment savings
A1702,Stabilizer,61249,169258,7986,8.5,1,10,US,Low,NoIlliquids;NoShortSelling,NoFossilFuel;NoWeapons,Crypto;LeveragedETFs;PennyStocks,0.9,9.5,8.0,Retirement:15y;Emergency:1y,15,Concise,Medium,TaxCost;MaxDD,Email>Chat>App>Phone,true,20:00-06:45,59,91,56,50,OpenBanking,8,None,PlanUpdate,2025-11-12,Success,v2.9.5,NoAutoTradesBelow$1k;NoMargin;NoPennyStocks,Keep expenses buffer ≥ 4 months
A1703,Stabilizer,52838,191349,8809,5.9,3,10,US,Low,,,Crypto;LeveragedETFs;PennyStocks,1.0,16.4,5.5,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Deep,MaxDD;TaxCost,Phone>Email>Chat,false,19:15-06:00,67,105,66,63,CreditBureau;OpenBanking,7,None,Rebalance,2025-01-07,Success,v1.9.1,NoMargin;NoPennyStocks,Keep expenses buffer ≥ 4 months
A1704,Optimizer,100020,1599516,46949,5.0,4,15,UK,Low,,,PennyStocks,1.9,25.7,11.0,Wealth:10y;Estate:20y,10,Directive,Medium,MaxDD;IRR;TaxCost,In-Person>App>Email>Phone,false,20:15-07:15,63,88,69,57,Brokerage;OpenBanking,5,None,PlanUpdate,2025-05-07,Success,v1.8.9,NoMargin;NoPennyStocks,Enforce tax budget and position caps
A1705,Preserver,85932,1060980,65033,6.0,3,10,US,Medium,,,Crypto;LeveragedETFs;PennyStocks,1.1,14.8,7.9,Retirement:15y;Emergency:1y,15,Directive,Shallow,Sharpe;MaxDD;TaxCost,In-Person>Chat>Email,false,23:15-06:30,69,183,54,49,Brokerage;CreditBureau;OpenBanking,7,Hybrid,PlanUpdate,2025-04-21,Success,v2.8.1,NoIlliquids;NoMargin;PauseWhenVIX>30;StopLossDisabled,Maintain ≥ 12m cash runway and low drawdown
A1706,Optimizer,64426,1022014,25451,8.8,1,10,US,Low,,NoFossilFuel,PennyStocks,1.7,22.3,9.9,Wealth:10y;Estate:20y,10,Directive,Medium,MaxDD;TaxCost;IRR,In-Person>Phone>Email>Chat>App,true,20:45-07:15,70,79,63,61,Brokerage;CreditBureau;OpenBanking;Payroll,5,Hybrid,PlanUpdate,2025-08-09,Partial,v1.8.6,NoPennyStocks,Enforce tax budget and position caps
A1707,Optimizer,198093,2779123,120190,6.2,3,12,US,Low,,,PennyStocks,1.8,26.7,13.7,Wealth:10y;Estate:20y;Healthcare:8y,10,Directive,Deep,TaxCost;Sharpe,App>Phone>Chat,false,22:30-07:00,68,97,70,61,Brokerage;CreditBureau;OpenBanking,7,Hybrid,AlertAcknowledge,2025-10-19,Success,v2.9.9,NoIlliquids;NoMargin,Enforce tax budget and position caps
A1708,Optimizer,69835,946658,28565,8.5,4,10,US,Medium,NoDerivatives,ESGOnly;NoWeapons,PennyStocks,1.9,19.5,13.4,Wealth:10y;Estate:20y,10,Collaborative,Medium,TaxCost;IRR,In-Person>Chat>Phone,true,22:15-07:30,59,93,51,41,Brokerage;OpenBanking,6,None,Rebalance,2025-04-02,Success,v1.8.4,NoIlliquids,Enforce tax budget and position caps
A1709,Stabilizer,112391,391984,15683,5.8,4,12,US,Low,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.1,9.5,7.5,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Shallow,TaxCost;Sharpe;MaxDD,Email>App>Phone>Chat,true,19:45-06:30,59,118,59,55,CreditBureau;OpenBanking,10,None,AlertAcknowledge,2025-11-29,Success,v2.9.3,NoIlliquids;NoMargin,Keep expenses buffer ≥ 4 months
A1710,Stabilizer,34497,158313,9629,6.8,4,10,US,Low,NoDerivatives;NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,1.1,14.0,7.9,Retirement:15y;Emergency:1y;Debt:2y,15,Collaborative,Shallow,Sharpe;TaxCost,Email>In-Person>App,true,20:45-08:15,56,134,63,57,OpenBanking,11,Hybrid,PlanUpdate,2025-11-30,Success,v1.8.3,NoPennyStocks,Keep expenses buffer ≥ 4 months
A1711,Preserver,91961,726842,63153,6.4,1,10,US,Low,NoDerivatives;NoIlliquids,,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,14.0,6.0,Retirement:15y;Emergency:1y,15,Educational,Medium,MaxDD;TaxCost,Phone>App>Email,false,19:00-07:30,81,204,89,87,Brokerage;OpenBanking;Payroll,11,Human,Rebalance,2025-01-19,Success,v1.8.9,NoMargin;NoPennyStocks,Maintain ≥ 12m cash runway and low drawdown
A1712,Explorer,61510,156345,7396,17.7,2,10,SG,Medium,NoShortSelling,,LeveragedETFs;PennyStocks,2.0,26.6,17.5,Business:5y;Travel:2y;Debt:2y,5,Concise,Medium,MaxDD;TaxCost,App>Email>Chat,false,22:30-06:00,48,69,51,40,CreditBureau;OpenBanking,2,Hybrid,AlertAcknowledge,2025-03-13,Success,v2.10.7,StopLossDisabled,Allow small experimental sleeve ≤ 3%
A1713,Builder,65702,11733,1147,7.8,3,10,IN,Medium,NoShortSelling,NoTobacco,,1.4,24.2,8.2,Home:3y;Retirement:30y;Education:6y,3,Collaborative,Medium,IRR;TaxCost;Sharpe,App>In-Person>Phone>Chat>Email,true,20:45-08:45,52,84,43,35,OpenBanking,5,Hybrid,PlanUpdate,2025-02-20,Failed,v2.9.2,LimitOrderOnly;NoIlliquids,Prioritize liquidity and down payment savings
A1714,Optimizer,194492,1642359,68881,8.3,3,12,US,Low,,,PennyStocks,1.5,27.7,11.9,Wealth:10y;Estate:20y,10,Collaborative,Medium,TaxCost;MaxDD;Sharpe,In-Person>Chat>Phone>Email,true,23:00-06:45,74,82,77,72,Brokerage;OpenBanking,4,None,Rebalance,2025-06-01,Success,v1.8.6,NoIlliquids;PauseWhenVIX>30,Enforce tax budget and position caps
A1715,Stabilizer,67172,214691,22815,8.7,1,10,UK,Medium,,NoTobacco,Crypto;LeveragedETFs;PennyStocks,1.1,12.2,7.5,Retirement:15y;Emergency:1y;Debt:2y,15,Educational,Medium,MaxDD;TaxCost,Chat>App>In-Person>Phone,true,19:00-06:00,57,161,56,51,OpenBanking;Payroll,11,Human,PlanUpdate,2025-09-12,Success,v2.8.7,NoIlliquids;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A1716,Optimizer,95897,849987,39001,10.2,3,10,AU,Low,NoShortSelling,,PennyStocks,1.9,22.6,13.4,Wealth:10y;Estate:20y;Education:6y,10,Educational,Shallow,IRR;TaxCost;MaxDD,Chat>In-Person>Phone>App>Email,true,19:45-08:30,64,91,71,69,Brokerage;CreditBureau;OpenBanking,6,Human,AutoTransfer,2025-05-12,Success,v2.9.3,NoMargin,Enforce tax budget and position caps
A1717,Preserver,91150,802501,44449,5.1,4,10,DE,Low,,NoWeapons,Crypto;LeveragedETFs;PennyStocks,1.2,14.3,5.2,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Medium,TaxCost;MaxDD,In-Person>Email>Phone,true,21:30-07:00,83,201,71,77,Brokerage;OpenBanking,3,Hybrid,AlertAcknowledge,2025-07-03,Success,v1.10.1,NoMargin,Maintain ≥ 12m cash runway and low drawdown
A1718,Builder,102893,214588,10478,7.2,4,15,SG,Low,AccreditedOnly;NoDerivatives,,,1.4,16.3,10.3,Home:3y;Retirement:30y,3,Collaborative,Medium,MaxDD;TaxCost;Sharpe,Phone>App>Email>Chat,true,22:00-08:00,66,76,68,63,OpenBanking;Payroll,16,None,AutoTransfer,2025-01-21,Partial,v1.10.7,NoAutoTradesBelow$1k,Prioritize liquidity and down payment savings
A1719,Builder,38463,77622,5274,8.0,3,10,US,Low,AccreditedOnly;NoShortSelling,,,1.5,14.7,11.8,Home:3y;Retirement:30y;Education:6y,3,Concise,Deep,Sharpe;IRR,In-Person>Phone>Email>App>Chat,true,20:30-08:45,70,118,74,65,CreditBureau;OpenBanking,7,None,AutoTransfer,2025-01-07,Success,v2.8.9,NoIlliquids,Prioritize liquidity and down payment savings
A1720,Stabilizer,47634,137855,9880,6.5,1,10,CA,Low,,NoFossilFuel,Crypto;LeveragedETFs;PennyStocks,1.2,16.9,6.2,Retirement:15y;Emergency:1y;Healthcare:8y,15,Educational,Medium,TaxCost;Sharpe;MaxDD,In-Person>Chat>App>Email>Phone,true,23:30-08:00,60,132,60,64,OpenBanking,18,Hybrid,PlanUpdate,2025-02-27,Partial,v1.9.2,NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A1721,Stabilizer,32150,67347,3574,4.4,4,10,US,Low,NoIlliquids;AccreditedOnly,NoTobacco,Crypto;LeveragedETFs;PennyStocks;PrivateCredit,1.2,14.5,7.7,Retirement:15y;Emergency:1y,15,Directive,Shallow,Sharpe;MaxDD,Chat>In-Person>App,true,20:30-07:00,67,125,77,78,OpenBanking,18,Human,AlertAcknowledge,2025-03-02,Failed,v2.8.8,NoMargin,Keep expenses buffer ≥ 4 months
A1722,Stabilizer,171346,872851,57192,8.5,1,15,IN,Low,NoDerivatives;NoIlliquids,NoFossilFuel;NoTobacco,Crypto;LeveragedETFs;PennyStocks,1.2,17.8,7.4,Retirement:15y;Emergency:1y;Education:6y,15,Educational,Medium,MaxDD;Sharpe,App>In-Person>Email>Phone>Chat,false,19:45-08:15,63,107,48,44,OpenBanking;Payroll,17,Human,AlertAcknowledge,2025-11-01,Success,v1.10.4,LimitOrderOnly;NoMargin;NoPennyStocks,Keep expenses buffer ≥ 4 months
A1723,Builder,39266,59682,4123,8.8,2,10,US,Low,AccreditedOnly;NoDerivatives,NoWeapons;NoTobacco,Crypto,1.7,19.3,7.2,Home:3y;Retirement:30y;Education:6y,3,Directive,Deep,TaxCost;MaxDD;IRR,In-Person>Chat>App>Email>Phone,true,21:30-08:15,60,116,59,58,OpenBanking,18,None,AutoTransfer,2025-07-25,Success,v2.8.3,NoMargin,Prioritize liquidity and down payment savings
A1724,Optimizer,46970,926914,20234,8.2,3,10,IN,Low,,NoTobacco;NoFossilFuel,PennyStocks,1.9,27.3,12.3,Wealth:10y;Estate:20y;Education:6y,10,Concise,Deep,TaxCost;Sharpe,Phone>App>Chat,true,19:15-07:15,62,96,50,41,Brokerage;CreditBureau;OpenBanking,5,Hybrid,AlertAcknowledge,2025-01-27,Success,v1.8.4,NoMargin;PauseWhenVIX>30;StopLossDisabled,Enforce tax budget and position caps
A1725,Stabilizer,52065,85893,7914,9.2,1,10,US,Low,NoDerivatives,,Crypto;LeveragedETFs;PennyStocks,1.2,17.7,6.9,Retirement:15y;Emergency:1y;Debt:2y,15,Directive,Deep,Sharpe;MaxDD;TaxCost,Email>Chat>Phone>App>In-Person,true,23:15-06:15,58,128,62,61,OpenBanking;Payroll,16,None,PlanUpdate,2025-11-04,Success,v1.8.1,NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A1726,Builder,50231,267803,7358,9.9,4,10,CA,Low,,NoWeapons;NoFossilFuel,,1.5,23.6,9.0,Home:3y;Retirement:30y,3,Directive,Medium,Sharpe;MaxDD;TaxCost,Email>Phone>In-Person>Chat>App,true,23:45-07:30,67,77,54,49,OpenBanking,17,Hybrid,AlertAcknowledge,2025-11-16,Success,v2.10.9,LimitOrderOnly;NoMargin,Prioritize liquidity and down payment savings
A1727,Explorer,127957,556609,39876,16.7,2,12,US,Medium,,ESGOnly,PrivateCredit,2.1,33.7,14.4,Business:5y;Travel:2y,5,Educational,Deep,TaxCost;MaxDD;IRR,Phone>Chat>In-Person>Email>App,true,20:00-07:30,57,46,70,66,CreditBureau;OpenBanking,2,None,PlanUpdate,2025-05-30,Success,v2.10.1,NoAutoTradesBelow$1k;PauseWhenVIX>30;StopLossDisabled,Allow small experimental sleeve ≤ 3%
A1728,Builder,53679,133649,10732,12.5,1,10,US,Low,AccreditedOnly,ESGOnly;NoFossilFuel,PrivateCredit,1.4,14.0,9.7,Home:3y;Retirement:30y,3,Concise,Medium,IRR;TaxCost,Email>Phone>App,true,19:30-06:15,62,95,47,39,OpenBanking;Payroll,15,None,Rebalance,2025-03-01,Failed,v2.9.2,NoAutoTradesBelow$1k;NoMargin;StopLossDisabled,Prioritize liquidity and down payment savings
A1729,Preserver,110935,1567709,96618,3.6,4,12,US,Low,NoShortSelling;AccreditedOnly,NoTobacco;NoWeapons,Crypto;LeveragedETFs;PennyStocks,1.0,12.0,7.9,Retirement:15y;Emergency:1y;Healthcare:8y,15,Collaborative,Medium,TaxCost;MaxDD;Sharpe,Phone>In-Person>App,true,23:00-08:30,70,228,79,82,Brokerage;CreditBureau;OpenBanking,13,Human,PlanUpdate,2025-09-10,Failed,v1.8.8,NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Maintain ≥ 12m cash runway and low drawdown
A1730,Optimizer,49247,439784,20351,12.1,1,10,US,Low,,NoWeapons,Crypto;LeveragedETFs;PennyStocks,1.8,21.4,10.4,Wealth:10y;Estate:20y;Education:6y,10,Concise,Deep,TaxCost;Sharpe;IRR,App>Email>Chat,true,22:30-08:30,60,74,52,51,Brokerage;CreditBureau;OpenBanking,3,Hybrid,PlanUpdate,2025-08-03,Success,v2.8.3,NoMargin;PauseWhenVIX>30;StopLossDisabled,Enforce tax budget and position caps
A1731,Stabilizer,79805,391804,33117,8.6,1,10,US,Medium,,,Crypto;LeveragedETFs;PennyStocks,1.0,14.5,7.5,Retirement:15y;Emergency:1y,15,Collaborative,Deep,Sharpe;TaxCost;MaxDD,Chat>Email>Phone>In-Person,true,20:00-07:15,63,134,53,50,CreditBureau;OpenBanking;Payroll,13,None,AlertAcknowledge,2025-05-18,Success,v2.8.7,StopLossDisabled,Keep expenses buffer ≥ 4 months
A1732,Explorer,31509,95300,11590,15.3,2,10,US,High,,NoTobacco,PennyStocks,1.7,26.9,17.7,Business:5y;Travel:2y;Healthcare:8y,5,Concise,Deep,Sharpe;IRR;TaxCost,Email>In-Person>Chat>Phone,true,22:30-06:00,43,63,53,46,OpenBanking,6,None,AlertAcknowledge,2025-06-28,Failed,v2.9.9,LimitOrderOnly;PauseWhenVIX>30,Allow small experimental sleeve ≤ 3%
A1733,Explorer,57462,314251,17976,12.0,4,10,US,Low,AccreditedOnly,,PennyStocks,2.0,21.5,16.7,Business:5y;Travel:2y;Education:6y,5,Collaborative,Deep,Sharpe;MaxDD;TaxCost,App>Email>In-Person,false,22:00-06:30,62,70,56,55,OpenBanking,4,None,AlertAcknowledge,2025-04-04,Success,v1.9.1,NoAutoTradesBelow$1k;NoPennyStocks,Allow small experimental sleeve ≤ 3%
A1734,Stabilizer,53148,129947,17838,4.3,4,10,UK,Medium,,NoTobacco;ESGOnly,Crypto;LeveragedETFs;PennyStocks,1.1,9.2,6.5,Retirement:15y;Emergency:1y;Education:6y,15,Collaborative,Medium,MaxDD;TaxCost;Sharpe,App>Email>Chat,true,23:00-06:45,57,124,52,54,CreditBureau;OpenBanking,7,None,AlertAcknowledge,2025-05-26,Partial,v1.9.1,LimitOrderOnly;NoAutoTradesBelow$1k;NoIlliquids;NoMargin,Keep expenses buffer ≥ 4 months
A1735,Explorer,67929,234847,13123,15.5,4,10,AU,Low,AccreditedOnly,,LeveragedETFs;PrivateCredit,1.7,26.0,16.8,Business:5y;Travel:2y,5,Directive,Medium,IRR;TaxCost;MaxDD,App>Chat>Phone,true,20:15-08:45,62,53,70,63,CreditBureau;OpenBanking,7,None,Rebalance,2025-02-17,Success,v2.8.9,LimitOrderOnly,Allow small experimental sleeve ≤ 3%
A1736,Optimizer,165579,1680371,120506,9.7,2,12,US,Low,,ESGOnly;NoWeapons,PennyStocks,1.8,27.3,13.1,Wealth:10y;Estate:20y;Debt:2y,10,Concise,Shallow,IRR;TaxCost;MaxDD,In-Person>Chat>Email>App>Phone,false,22:15-06:45,65,82,76,65,Brokerage;OpenBanking,7,Hybrid,AlertAcknowledge,2025-04-16,Success,v1.10.9,NoIlliquids,Enforce tax budget and position caps
A1737,Builder,36273,56693,2952,10.2,2,10,DE,Medium,NoIlliquids,,PennyStocks,1.6,15.5,10.5,Home:3y;Retirement:30y;Debt:2y,3,Collaborative,Shallow,IRR;MaxDD,App>Phone>Email>In-Person,false,19:30-07:45,55,80,44,40,CreditBureau;OpenBanking,16,Hybrid,PlanUpdate,2025-09-21,Partial,v2.9.9,NoIlliquids;NoMargin;PauseWhenVIX>30,Prioritize liquidity and down payment savings
A1738,Stabilizer,45374,368671,14240,5.2,4,10,US,Low,,ESGOnly;NoTobacco,Crypto;LeveragedETFs;PennyStocks,1.1,14.3,5.9,Retirement:15y;Emergency:1y;Education:6y,15,Collaborative,Shallow,TaxCost;Sharpe,Email>Chat>In-Person,false,23:15-07:15,60,131,56,47,OpenBanking;Payroll,19,Hybrid,Rebalance,2025-09-17,Failed,v2.8.1,NoMargin;NoPennyStocks,Keep expenses buffer ≥ 4 months
A1739,Stabilizer,79324,190979,16086,6.0,2,10,UK,Medium,NoIlliquids,,Crypto;LeveragedETFs;PennyStocks,0.9,9.3,9.0,Retirement:15y;Emergency:1y;Healthcare:8y,15,Directive,Medium,Sharpe;MaxDD;TaxCost,Email>Chat>In-Person>Phone,false,21:15-07:00,59,147,51,56,CreditBureau;OpenBanking;Payroll,8,None,AlertAcknowledge,2025-10-18,Partial,v2.10.5,NoIlliquids;NoMargin;PauseWhenVIX>30,Keep expenses buffer ≥ 4 months
A1740,Builder,90154,362662,12516,11.8,1,10,DE,Low,,,LeveragedETFs;PrivateCredit,1.7,17.8,11.9,Home:3y;Retirement:30y,3,Collaborative,Medium,IRR;MaxDD,Phone>App>In-Person,false,23:15-08:00,73,90,67,56,CreditBureau;OpenBanking;Payroll,6,None,PlanUpdate,2025-03-29,Partial,v2.9.5,NoAutoTradesBelow$1k;StopLossDisabled,Prioritize liquidity and down payment savings
A1741,Optimizer,244920,3376938,136423,9.1,4,15,DE,Medium,AccreditedOnly;NoIlliquids,NoFossilFuel;NoTobacco,PennyStocks,1.6,23.6,9.5,Wealth:10y;Estate:20y;Debt:2y,10,Educational,Medium,IRR;MaxDD,App>In-Person>Email>Phone>Chat,true,19:00-08:00,68,100,80,70,Brokerage;CreditBureau;OpenBanking,5,None,Rebalance,2025-04-09,Failed,v1.9.4,NoAutoTradesBelow$1k;NoMargin;StopLossDisabled,Enforce tax budget and position caps
A1742,Stabilizer,59982,154411,16422,7.2,3,10,US,Low,NoDerivatives;NoShortSelling,,Crypto;LeveragedETFs;PennyStocks,1.2,14.1,8.8,Retirement:15y;Emergency:1y;Debt:2y,15,Directive,Medium,MaxDD;Sharpe,Phone>Email>App>Chat,true,21:00-06:45,61,154,49,39,OpenBanking,7,None,AlertAcknowledge,2025-10-16,Success,v1.10.4,NoIlliquids;NoPennyStocks,Keep expenses buffer ≥ 4 months
